Comment Id,Buyer Name,Buyer Feedback,Buyer Translation Feedback,Rating,Images,Review Labels,Buyer Country,Sku Info,Up Vote Count,Down Vote Count,Selected Review,Review Date,Scraped At
50153486405279340,s***r,"바람이 엄청 쎈 만큼 소음도 엄청 쎄네요 7,200원정도에 산거라 가성비 훌륭하다고 생각합니다.","The wind is so strong that the noise is so great. I think it's a great sex cost for about 7,200 won.",5,"https://ae01.alicdn.com/kf/A735a5cdc9dd94c788c8e9b4b681710d4u.jpg
https://ae01.alicdn.com/kf/A47f760de4c8446f1af00a1028ac92bdar.jpg
https://ae01.alicdn.com/kf/A03560cc561f1426095c785fcfed6f2b0I.jpg",,KR,Color:B White ,2,0,Yes,09-Nov-24,2025-03-19T16:13:49.449Z
50153485220968264,AliExpress Shopper,"포장도 에어캡으로 잘 되어 있고 배송도 빠르네요.
제품 마감이나 만듦새가 좋고 성능도 풍량이 잘 나오고 좋아요.
가격도 저렴하도 가성비가 좋아요. 잘 만든 제품이예요........","The packaging is good with air cap and the delivery is fast.
The product finish and build are good, and the performance is good and the wind volume is good.
The price is also cheap, but the cost is good. It's a well-made product ........",5,https://ae01.alicdn.com/kf/Aad4ab9bc260a41c4997d63a95131e36eS.jpg,,KR,Color:B White ,0,0,Yes,09-Nov-24,2025-03-19T16:13:49.449Z
50152597401125464,AliExpress Shopper,"제품 퀄리티가 좋네요.믿고 구매하셔도 좋습니다.
2개째 구매입니다.","The product quality is good. You can buy it with your trust.
The second purchase.",5,https://ae01.alicdn.com/kf/Ab162e345924b4704863a46d901a619089.jpg,,KR,Color:Grey ,1,0,No,09-Nov-24,2025-03-19T16:13:49.449Z
60086515909253120,E***n,"Fast shipping, and really good packaging. Feels sturdy and durable. Really nice design. Can be very strong. Will have to test how good the battery is.","Fast shipping, and really good packaging. Feels sturdy and durable. Really nice design. Can be very strong. Will have to test how good the battery is.",5,"https://ae01.alicdn.com/kf/A4b23e3486ad545cd90bb73b680568db3b.jpg
https://ae01.alicdn.com/kf/Adce5bafb0f1a4bc8a392b1d480882c7aQ.jpg
https://ae01.alicdn.com/kf/A6ecefa88fc574e9599fb1092c2d4ff75G.jpg
https://ae01.alicdn.com/kf/A88c5e321087941b5a2d16a0d0684d2cd9.jpg",,AU,Color:Grey ,1,0,Yes,05-Nov-24,2025-03-19T16:13:49.449Z
30080265285578220,D***s,Ventilador para llevar en viaje a sitios calurosos es pequeño y funciymuy bien tiene bastante potencia y me encanta ,Fan to take on hot trips is small and very well it has a lot of power and I love it,5,https://ae01.alicdn.com/kf/A99de3f148cc54000a52374bb64a48394K.jpg,,ES,Color:B Grey ,1,0,Yes,24-Oct-24,2025-03-19T16:13:49.449Z
50149040352750570,T***i,"外箱も美しく梱包も丁寧です。
外観は値段以上の出来で安っぽさはありません。
シルバーを買いましたがファンは紫色で細部にも気を遣ってデザインされてると感じます。
ハンディファンの風は強いですが動作音はドライヤーを思わせます。
室内では使わないほうがいいでしょう。
冷却プレートはファンを動作させないと働きません。
体に当てる時は髪を巻き込まないよう注意が必要です。
操作はとても簡単です。","The outer box is also beautiful and the packing is polite.
The appearance is more than the price and there is no cheapness.
I bought silver, but I feel that the fan is purple and designed with care about the details.
The wind of the handy fan is strong, but the working sound is reminiscent of the dryer.
It is better not to use it indoors.
The cooling plate will not work if the fan is not operated.
Care should be taken not to involve hair when applying it to the body.
The operation is very simple.",5,"https://ae01.alicdn.com/kf/A02e390ecd8614ae880f48bd2ba0dd462W.jpg
https://ae01.alicdn.com/kf/Aff458920750045739041bf51b8bbfc82N.jpg",,JP,Color:Grey ,3,0,Yes,15-Oct-24,2025-03-19T16:13:49.449Z
60086110091866740,b***r,"Very good fan, I was impressed with the product . The design also looks expensive and the quality is very good","Very good fan, I was impressed with the product . The design also looks expensive and the quality is very good",5,"https://ae01.alicdn.com/kf/Ad8629cf9996347fd82e2e4c68590163cc.jpg
https://ae01.alicdn.com/kf/A80b9d9f968434a3ab0cfafbe087f697a1.jpg",,AU,Color:Grey ,0,0,Yes,17-Oct-24,2025-03-19T16:13:49.449Z
50149425871620300,c***r,만족합니다 쿨작동 매우 만족합니다,I am very satisfied with the cool working,5,"https://ae01.alicdn.com/kf/Ab9bfe22583ae48b987a3a8ec584b02f75.jpg
https://ae01.alicdn.com/kf/Ad5448f3f9d3149338ae5b167a6fdc5d0k.jpg
https://ae01.alicdn.com/kf/Ac36cb8626bea4ebf8efcc8856bcb7b07E.jpg
https://ae01.alicdn.com/kf/Af0d632f4c20f4075997aaefa13f287a9e.jpg
https://ae01.alicdn.com/kf/A1f6ca88ce6684bb0a2e197a35e908923w.jpg",,KR,Color:Grey ,0,0,No,16-Oct-24,2025-03-19T16:13:49.449Z
50147142395704160,AliExpress Shopper,"super!!!!*****5A really cooling and powerful air conditioner fan Worth the price, excellent, really satisfied and ordering another one 😬","super!!!!*****5A really cooling and powerful air conditioner fan Worth the price, excellent, really satisfied and ordering another one 😬",5,,,IL,Color:A Beige ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147940932785790,AliExpress Shopper,좋습니다 좋아요. 시원하게 잘쓰고 있습니다. 시원하게 잘쓰고 있습니다. 시원하게 잘쓰고 있습니다. 시원하게 잘쓰고 있습니다. 시원하게 잘쓰고 있습니다. 시원하게 잘쓰고 있습니다. 굳,"All right, good. It is cool and writing well. It is cool and writing well. It is cool and writing well. It is cool and writing well. It is cool and writing well. It is cool and writing well.",5,,,KR,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147436683651580,AliExpress Shopper,"펠티어 소자 잘 작동하고 바람도 충분합니다.
한대 더 구매 예정. 사진은 함께 구매한 써쿨인데 이것도 추천합니다.","The Peltier element works well and the wind is also enough.
One more to buy. The picture is a shared purchase, and this is also recommended.",5,,,KR,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147143507730984,AliExpress Shopper,Product as expected an described. Very fast delivery to Germany without any problems. Recommended shop.,Product as expected an described. Very fast delivery to Germany without any problems. Recommended shop.,5,,,US,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
60086610431263560,J***r,"Cumplió mis expectativas, llego bien embalado, y su funcionamiento realmente es muy bueno, el aire que tira es muuuy bueno y con bastante potencia, le doy un 9 por que aun me falta validar la duración de la batería.","It met my expectations, I arrive well packed, and its operation is really very good, the air it pulls is very good and with enough power, I give it a 9 because I still have to validate the battery life.",5,,,MX,Color:Grey ,0,0,No,08-Nov-24,2025-03-19T16:13:49.449Z
30079478695967816,n***a,"Producto de calidad, vendedor responsable, entrega rápida a España, mis 5 estrellas para ti.
NP★.","Quality product, responsible seller, fast delivery to Spain, my 5 stars for you.
NP★.",5,,,ES,Color:Grey ,0,0,No,14-Oct-24,2025-03-19T16:13:49.449Z
50148414031506000,AliExpress Shopper,충전단자가 c type 이라서 좋아요. 풍속은 저렴이에 비해서 훨씬 좋은듯 합니다. 소음은 조금 있으나 더운 여름에 소음 보다는 시원함을 선택하는게 현명할듯. 냉각 기능도 있어 좀더 효과가 있는것 같네요. 올 여름은 휴대용 팬 준비 했으니 좀 더 지내기 좋을듯. 고장없이 오래 사용하였으면 좋겠읍니다,"It is good because the charging terminal is C type. Wind speed seems to be much better than cheap. There is a little noise, but it seems wise to choose coolness rather than noise in the hot summer. It also has a cooling function, which seems to be more effective. I 've prepared a portable fan this summer, so I think I'll be a little better. I hope you use it for a long time without a break.",5,,,KR,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147937761691620,AliExpress Shopper,"4월16일 주문하고 5월1일날 받았습니다.
작동 잘되구요,이상없이 도착했습니다.
이것도 색상은 이쁩니다.","I ordered on April 16 and received the day on May 1.
It works well, arrived without any problems.
This is also the color is good.",5,,,KR,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147438650928710,AliExpress Shopper,Like it. the best .so good and its very good my son like got cold button for making face cold can adjust and easy to use,Like it. the best .so good and its very good my son like got cold button for making face cold can adjust and easy to use,5,,,SG,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
50147939742489680,AliExpress Shopper,"la livraison n'a pas ete rapide, mais le produit tient ces promesses, je suis satisfaite et je recommande","Delivery was not fast, but the product keeps these promises, I am satisfied and I recommend",5,,,FR,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
30079968444329788,M***k,"Nice gadget, especially for Women in the menopause ","Nice gadget, especially for Women in the menopause ",5,,,NL,Color:B Grey ,0,0,No,18-Oct-24,2025-03-19T16:13:49.449Z
50147941720616296,AliExpress Shopper,Hi everyone it’s my first time ever buying this product after running few test on it I recommend to everyone.,Hi everyone it’s my first time ever buying this product after running few test on it I recommend to everyone.,5,,,CA,Color:Grey ,0,0,No,30-Sep-24,2025-03-19T16:13:49.449Z
30079011148656070,AliExpress Shopper,"Заказ пришел раньше срока. Клавиатура и мышь работают прекрасно, очень довольна покупкой. Рекомендую","The order arrived early. Keyboard and mouse work perfectly, very satisfied with the purchase. Recommend",5,"https://ae01.alicdn.com/kf/A7dfde4a74af9473abc9ad705312cafa5F.jpg
https://ae01.alicdn.com/kf/A2af506f23e0f4ec2b3139a730673a526J.jpg
https://ae01.alicdn.com/kf/Ac410028bc9224873ad910f0a716564afX.jpg
https://ae01.alicdn.com/kf/A981fafc229504d60aafdd91b0fb94599S.jpg","Warranty Services: Above Expectation
Responsiveness: Fast
Item Functionality: Fast",CZ,Color:Keyboard And Mouse Ships From:CHINA ,0,0,Yes,27-Sep-24,2025-03-19T16:17:32.614Z
30079458573756520,AliExpress Shopper,This keyboard is great i love the led lighting and it fits perfectly in my room.I really consider getting it,This keyboard is great i love the led lighting and it fits perfectly in my room.I really consider getting it,4,https://ae01.alicdn.com/kf/A716fbd8bf55c4abd838c6292ca23c173Z.jpg,"Warranty Services: Meet the requirement
Responsiveness: Fits ok 
Item Functionality: Fits ok ",UK,Color:Keyboard Ships From:CHINA ,0,0,No,26-Sep-24,2025-03-19T16:17:32.614Z
30080682657616588,m***m,Super clavier et souris comme sur la photo aucun souci.,Super keyboard and mouse like on the photo no problem.,5,,"Warranty Services: Meet the requirement
Responsiveness: Fast
Item Functionality: Fits ok ",FR,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,10-Nov-24,2025-03-19T16:17:32.614Z
30079509212359120,S***e,очень быстро приехал заказ спасибо,The order arrived very quickly thanks,5,https://ae01.alicdn.com/kf/A8bbf62fd6fdb47c8b09528043bc46286k.jpg,"Warranty Services: Meet the requirement
Responsiveness: Fast
Item Functionality: Fast",RU,Color:Mouse Ships From:CHINA ,0,0,No,08-Oct-24,2025-03-19T16:17:32.614Z
60086204634194780,R***e,They work perfectly the mouse and keyboard really help design my room better ,They work perfectly the mouse and keyboard really help design my room better ,5,,"Warranty Services: Meet the requirement
Responsiveness: Fast
Item Functionality: Fits ok ",US,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,24-Oct-24,2025-03-19T16:17:32.614Z
60085802179057976,T***r,"Muy bueno para los que buscan algo económico pero de buena calidad, desmontable en teclas, justamente lo que le da mejor uso en cuanto la customisacion visual","Very good for those looking for something economical but of good quality, removable in keys, precisely what gives it better use in terms of visual storage",5,,"Warranty Services: Meet the requirement
Responsiveness: Fits ok 
Item Functionality: Fast",MX,Color:Keyboard Ships From:CHINA ,0,0,No,16-Oct-24,2025-03-19T16:17:32.614Z
60086377494959030,m***s,Good seller arrived quickly thank you,Good seller arrived quickly thank you,5,,,UK,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,01-Nov-24,2025-03-19T16:17:32.614Z
30080878413236170,j***d,"keyboard looks ok ,the mouse looks really cheap n nasty will update once tested","keyboard looks ok ,the mouse looks really cheap n nasty will update once tested",3,"https://ae01.alicdn.com/kf/Aae3bbfd925c848e8823588c74d1e38efH.jpg
https://ae01.alicdn.com/kf/Ae35a8772f98848b88795d9dcc474e2ddT.jpg",,UK,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,07-Nov-24,2025-03-19T16:17:32.614Z
30080091209966252,R***n,parfait,parfait,5,,,FR,Color:Mouse Ships From:CHINA ,0,0,No,21-Oct-24,2025-03-19T16:17:32.614Z
30079148601009668,AliExpress Shopper,Correspond parfaitement à la description 👌🏾,Perfectly matches the description👌🏾,5,,"Warranty Services: Meet the requirement
Responsiveness: Fast
Item Functionality: Fits ok ",FR,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,05-Oct-24,2025-03-19T16:17:32.614Z
30079968101120144,AliExpress Shopper,"Dommage que ce n'est pas un AZERTY, mais bon le produit est conforme à la description!","A pity that this is not an AZERTY, but hey the product is according to the description!",4,,,BE,Color:Keyboard Ships From:CHINA ,0,0,No,09-Oct-24,2025-03-19T16:17:32.614Z
30080465692398270,E***s,0k,0k,5,,Warranty Services: Above Expectation,LT,Color:Keyboard Ships From:CHINA ,0,0,No,29-Oct-24,2025-03-19T16:17:32.614Z
30079638211047384,M***n,Es muy y es ágil,Is very and agile,5,,,ES,Color:Mouse Ships From:CHINA ,0,0,No,17-Oct-24,2025-03-19T16:17:32.614Z
30079029241339780,AliExpress Shopper,ottimo articolo,Great item,5,,"Responsiveness: Fast
Item Functionality: Fast",IT,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,26-Sep-24,2025-03-19T16:17:32.614Z
30079110426326670,M***A,"Está muy bien, lo único que el teclado es en inglés y no coinciden algunos de los símbolos que hay en algunas teclas ","It is very good, the only thing that the keyboard is in English and some of the symbols that are in some keys do not match",4,,"Warranty Services: Under expectation
Responsiveness: Fast
Item Functionality: Fast",ES,Color:Keyboard Ships From:CHINA ,0,0,No,28-Sep-24,2025-03-19T16:17:32.614Z
30079186713947812,I***r,bella,bella,5,,,IT,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,02-Oct-24,2025-03-19T16:17:32.614Z
60085994463545760,AliExpress Shopper,Bon produit ,Bon Prodit,5,,"Warranty Services: Meet the requirement
Responsiveness: Fast
Item Functionality: Fast",FR,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,11-Oct-24,2025-03-19T16:17:32.614Z
60085839273074360,AliExpress Shopper,nosé ve como la publicación material de baja calidad,We see how the publication low quality material,3,,,SV,Color:Keyboard And Mouse Ships From:CHINA ,0,0,No,03-Oct-24,2025-03-19T16:17:32.614Z
30086751249850444,AliExpress Shopper,Ottimo rapporto qualità è prezzo consiglio all'acquisto di questo prodotto,,5,,"Warranty Services: Meet the requirement
Responsiveness: Fits ok ",IT,Color:Keyboard Ships From:CHINA ,0,0,No,17-Mar-25,2025-03-19T16:17:32.614Z
60089447258431490,AliExpress Shopper,So good for gaming I like it j give it 5 stars,,5,,"Warranty Services: Above Expectation
Responsiveness: Fast
Item Functionality: Fast",US,Color:Keyboard Ships From:CHINA ,0,0,No,17-Mar-25,2025-03-19T16:17:32.614Z
30080341882784036,U***r,"Замовляв собі та дитині.Прийшло швидко за дві неділі,розміри підійшли,товар відповідає заявленому","The deputy Sobi and the child. Shvidko came for two days, rozmiri pidishli, the goods were declared",5,"https://ae01.alicdn.com/kf/A00ab60950d86473f8061b897ee25597di.jpg
https://ae01.alicdn.com/kf/A7995fd0f4c9643258b03d12eb0071743T.jpg",,UA,Color:Classic Black Size:XXL Ships From:CHINA ,13,0,Yes,02-Nov-24,2025-03-19T16:21:37.529Z
30080341882684036,U***r,"Замовляв собі та дитині.Прийшло швидко за дві неділі розміри підійшли,товар відповідає заявленому.","The Sobi and the child. Shvidko came for two days and rozmiri pidyshli, the goods were declared.",5,"https://ae01.alicdn.com/kf/A00ab60950d86473f8061b897ee25597di.jpg
https://ae01.alicdn.com/kf/A7995fd0f4c9643258b03d12eb0071743T.jpg",,UA,Color:Classic Black Size:S Ships From:CHINA ,6,0,Yes,02-Nov-24,2025-03-19T16:21:37.529Z
60086573044625200,F***a,muy buen producto 👍👌 cómodo y lo recomiendo ampliamente,Very good product👍👌Comfortable and I recommend it widely,5,,,MX,Color:Classic Black Size:XXL Ships From:CHINA ,0,0,No,09-Nov-24,2025-03-19T16:21:37.529Z
30078850886061932,A***r,"Good quality for low price, feels like higher quality than expected","Good quality for low price, feels like higher quality than expected",5,,,AT,Color:Classic Black Size:XL Ships From:CHINA ,0,0,No,21-Sep-24,2025-03-19T16:21:37.529Z
30080892027860470,R***r,"Fajne rękawiczki, wygodne","Cool gloves, comfortable",5,,,PL,Color:Classic Blue Size:XL Ships From:CHINA ,0,0,No,07-Nov-24,2025-03-19T16:21:37.529Z
50151621394148560,J***n,이미지와 똑같네요,Same as the image.,5,,,KR,Color:second black Size:XL Ships From:CHINA ,0,0,No,29-Oct-24,2025-03-19T16:21:37.529Z
30080643535476212,R***d,good,good,4,,,PT,Color:second black Size:L Ships From:CHINA ,0,0,No,06-Nov-24,2025-03-19T16:21:37.529Z
30079853031492444,AliExpress Shopper,Lovely!,Lovely!,4,,,NG,Color:Classic Black Size:S Ships From:CHINA ,0,0,No,22-Oct-24,2025-03-19T16:21:37.529Z
60086499937407750,T***e,Ok,Ok,4,,,US,Color:second black Size:M Ships From:CHINA ,0,0,No,04-Nov-24,2025-03-19T16:21:37.529Z
30080283495819880,G***s,"they are not waterproof and windproof, definitely not for winter.","they are not waterproof and windproof, definitely not for winter.",2,,,LV,Color:Classic Black Size:XL Ships From:CHINA ,0,0,No,01-Nov-24,2025-03-19T16:21:37.529Z
30079406971359520,AliExpress Shopper,Mid,Mid,2,,,UK,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,24-Sep-24,2025-03-19T16:21:37.529Z
30080267312781630,AliExpress Shopper,not warm,not warm,1,,,FR,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,16-Oct-24,2025-03-19T16:21:37.529Z
30079295897051816,N***o,Schlecht. Größe stimmt nicht überein,Bad. Size does not match,1,,,DE,Color:second black Size:S Ships From:CHINA ,0,0,No,09-Oct-24,2025-03-19T16:21:37.529Z
30085612825086320,l***o,parfait,Perfect,5,,,FR,Color:Upgrade Gray Size:L Ships From:CHINA ,0,0,No,18-Feb-25,2025-03-19T16:21:37.529Z
30085541405968732,L***n,vely good!,Vely good!,5,,,NL,Color:Classic Black Size:L Ships From:CHINA ,0,0,No,23-Feb-25,2025-03-19T16:21:37.529Z
60088994021772150,1***r,They are perfect! The warmest pair of gloves I now own!! I love them! ,They are perfect! The warmest pair of gloves i now own!! I love them!,5,,,US,Color:second black Size:S Ships From:CHINA ,0,0,No,22-Feb-25,2025-03-19T16:21:37.529Z
50165839871478344,h***r,최고에요. 비슷하게 생긴 가품 잘못 샀다가 환불 받고 이거로 다시 구입했는데 차이가 너무 나요. 가품은 원단이 얇고 이 제품은 적당히 두터워요. 둘 다 s 크기로 샀었는데 이 제품은 작은 제 손에 남지 않게 딱 맞고 가품은 원단이 얇아서인지 언뜻 보기엔 비슷한 크기이면서도 헐렁하니 손에 남아돌아요. 손바닥 미끄럼 방지 재질이나 손등에 붙은 로고 이염 상태 등도 차이가 큽니다.,"It's the best. I mistakenly bought a similar counterfeit product and received a refund, but the difference is too big. The counterfeit product has thin fabric and is sufficiently thick. I bought both in size S, but this product fits perfectly so it doesn't leave in my small hands, and the counterfeit fabric is thin, so it looks similar in size to the beginning, but it's loose, so it's stuck in my hands. The anti-slip material of the palm of the hand or the condition of the logo on the palm of the hand also differs significantly.",5,"https://ae01.alicdn.com/kf/A3eebf1e87ca34841a97f93cc9d292cd72.jpg
https://ae01.alicdn.com/kf/A825cd494a15a49e28223958093991ed0v.jpg",,KR,Color:Upgrade Black Size:L Ships From:CHINA ,2,0,Yes,23-Feb-25,2025-03-19T16:21:37.529Z
30085527914818460,AliExpress Shopper,snel en goed !!!!,fast and good! !! !,5,,,NL,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,18-Feb-25,2025-03-19T16:21:37.529Z
30085529919767250,D***r,für den Preis ok,ok for the price,5,,,DE,Color:Classic Black Size:L Ships From:CHINA ,0,0,No,18-Feb-25,2025-03-19T16:21:37.529Z
30085642768813676,a***r,взял уже 3 пары понравились . тач работает. спасибо,I already took 3 pairs and liked them. touch works. Thank you,5,,,UA,Color:Classic Black Size:XXL Ships From:CHINA ,0,0,No,20-Feb-25,2025-03-19T16:21:37.529Z
30080341882784036,U***r,"Замовляв собі та дитині.Прийшло швидко за дві неділі,розміри підійшли,товар відповідає заявленому","The deputy Sobi and the child. Shvidko came for two days, rozmiri pidishli, the goods were declared",5,"https://ae01.alicdn.com/kf/A00ab60950d86473f8061b897ee25597di.jpg
https://ae01.alicdn.com/kf/A7995fd0f4c9643258b03d12eb0071743T.jpg",,UA,Color:Classic Black Size:XXL Ships From:CHINA ,13,0,Yes,45598,2025-03-19T16:23:47.774Z
30080341882684036,U***r,"Замовляв собі та дитині.Прийшло швидко за дві неділі розміри підійшли,товар відповідає заявленому.","The Sobi and the child. Shvidko came for two days and rozmiri pidyshli, the goods were declared.",5,"https://ae01.alicdn.com/kf/A00ab60950d86473f8061b897ee25597di.jpg
https://ae01.alicdn.com/kf/A7995fd0f4c9643258b03d12eb0071743T.jpg",,UA,Color:Classic Black Size:S Ships From:CHINA ,6,0,Yes,45598,2025-03-19T16:23:47.774Z
60086573044625200,F***a,muy buen producto 👍👌 cómodo y lo recomiendo ampliamente,Very good product👍👌Comfortable and I recommend it widely,5,,,MX,Color:Classic Black Size:XXL Ships From:CHINA ,0,0,No,45605,2025-03-19T16:23:47.774Z
30078850886061932,A***r,"Good quality for low price, feels like higher quality than expected","Good quality for low price, feels like higher quality than expected",5,,,AT,Color:Classic Black Size:XL Ships From:CHINA ,0,0,No,45556,2025-03-19T16:23:47.774Z
30080892027860470,R***r,"Fajne rękawiczki, wygodne","Cool gloves, comfortable",5,,,PL,Color:Classic Blue Size:XL Ships From:CHINA ,0,0,No,45603,2025-03-19T16:23:47.774Z
50151621394148560,J***n,이미지와 똑같네요,Same as the image.,5,,,KR,Color:second black Size:XL Ships From:CHINA ,0,0,No,45594,2025-03-19T16:23:47.774Z
30080643535476212,R***d,good,good,4,,,PT,Color:second black Size:L Ships From:CHINA ,0,0,No,45602,2025-03-19T16:23:47.774Z
30079853031492444,AliExpress Shopper,Lovely!,Lovely!,4,,,NG,Color:Classic Black Size:S Ships From:CHINA ,0,0,No,45587,2025-03-19T16:23:47.774Z
60086499937407750,T***e,Ok,Ok,4,,,US,Color:second black Size:M Ships From:CHINA ,0,0,No,45600,2025-03-19T16:23:47.774Z
30080283495819880,G***s,"they are not waterproof and windproof, definitely not for winter.","they are not waterproof and windproof, definitely not for winter.",2,,,LV,Color:Classic Black Size:XL Ships From:CHINA ,0,0,No,45597,2025-03-19T16:23:47.774Z
30079406971359520,AliExpress Shopper,Mid,Mid,2,,,UK,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,45559,2025-03-19T16:23:47.774Z
30080267312781630,AliExpress Shopper,not warm,not warm,1,,,FR,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,45581,2025-03-19T16:23:47.774Z
30079295897051816,N***o,Schlecht. Größe stimmt nicht überein,Bad. Size does not match,1,,,DE,Color:second black Size:S Ships From:CHINA ,0,0,No,45574,2025-03-19T16:23:47.774Z
30085612825086320,l***o,parfait,Perfect,5,,,FR,Color:Upgrade Gray Size:L Ships From:CHINA ,0,0,No,45706,2025-03-19T16:23:47.774Z
30085541405968732,L***n,vely good!,Vely good!,5,,,NL,Color:Classic Black Size:L Ships From:CHINA ,0,0,No,45711,2025-03-19T16:23:47.774Z
60088994021772150,1***r,They are perfect! The warmest pair of gloves I now own!! I love them! ,They are perfect! The warmest pair of gloves i now own!! I love them!,5,,,US,Color:second black Size:S Ships From:CHINA ,0,0,No,45710,2025-03-19T16:23:47.774Z
50165839871478344,h***r,최고에요. 비슷하게 생긴 가품 잘못 샀다가 환불 받고 이거로 다시 구입했는데 차이가 너무 나요. 가품은 원단이 얇고 이 제품은 적당히 두터워요. 둘 다 s 크기로 샀었는데 이 제품은 작은 제 손에 남지 않게 딱 맞고 가품은 원단이 얇아서인지 언뜻 보기엔 비슷한 크기이면서도 헐렁하니 손에 남아돌아요. 손바닥 미끄럼 방지 재질이나 손등에 붙은 로고 이염 상태 등도 차이가 큽니다.,"It's the best. I mistakenly bought a similar counterfeit product and received a refund, but the difference is too big. The counterfeit product has thin fabric and is sufficiently thick. I bought both in size S, but this product fits perfectly so it doesn't leave in my small hands, and the counterfeit fabric is thin, so it looks similar in size to the beginning, but it's loose, so it's stuck in my hands. The anti-slip material of the palm of the hand or the condition of the logo on the palm of the hand also differs significantly.",5,"https://ae01.alicdn.com/kf/A3eebf1e87ca34841a97f93cc9d292cd72.jpg
https://ae01.alicdn.com/kf/A825cd494a15a49e28223958093991ed0v.jpg",,KR,Color:Upgrade Black Size:L Ships From:CHINA ,2,0,Yes,45711,2025-03-19T16:23:47.774Z
30085527914818460,AliExpress Shopper,snel en goed !!!!,fast and good! !! !,5,,,NL,Color:Classic Black Size:M Ships From:CHINA ,0,0,No,45706,2025-03-19T16:23:47.774Z
30085529919767250,D***r,für den Preis ok,ok for the price,5,,,DE,Color:Classic Black Size:L Ships From:CHINA ,0,0,No,45706,2025-03-19T16:23:47.774Z
30085642768813676,a***r,взял уже 3 пары понравились . тач работает. спасибо,I already took 3 pairs and liked them. touch works. Thank you,5,,,UA,Color:Classic Black Size:XXL Ships From:CHINA ,0,0,No,45708,2025-03-19T16:23:47.774Z
